category,name,address,postal_code,phone,phone2,website,email,hours,services,notes,rating,halal_status,languages
SafeTech Alarm Systems \u2014 Consumer Choice Award winner serving Rexdale,Services offered,"11-1540 Lodestar Rd, Toronto, ON M3J 3C1",M3J 3C1,1-855-365-7587 (,) / 1-800-274-7587 (,protectionplus.ca,,Mon\u2013Fri 8:00am\u20135:00pm,Locksmith services and safes,,,,
Scrap Metal/Recycling Facilities,Greenway Auto Recycling - Etobicoke,,,,,greenwayautorecycling.com,,,"Scrap car buying, free towing, vehicle recycling, auto wrecking",Since 2002; recycles 80%+ of vehicles,,,
Scrap Metal/Recycling Facilities,Junk Car Yard - Scrap Car Removal Etobicoke,,,647-793-5868,,junkcaryard.ca,,7 days a week,"Scrap car removal, cash for junk cars ($300-$5000), auto recycling, free towing",90-minute pickup; eco-friendly recycling,,,
Scrap Metal/Recycling Facilities,Quick Scrap Metal,"407 Rexdale Blvd, Etobicoke, ON M9W 6P8",M9W 6P8,,,quickscrapmetal.com,,,"Scrap metal buying (copper, aluminum, steel, brass, nickel, cast iron, lead, stainless), home appliances recycling, e-waste recycling, vehicle recycling, used auto parts sales",30+ years; instant cash payment; eco-friendly practices,4.9 stars,,
Scrap Metal/Recycling Facilities,Standard Auto Wreckers,,,,,standardautowreckers.com,,,"Used auto parts, scrap car buying, tire shop, UPIC (U-Pick) yard",Since 1979; three Ontario locations,,,
Security Companies,Northwest Security Services,,,1-807-623-7417,,,,,,,,,
Security Companies,Paladin Security,,,416-916-6767,,,,,,,,,
Security System Installers,A.C. Fire Alarm Safety Inc.,"1 Daybar Ave, Etobicoke, ON M9W 3N8",M9W 3N8,,,,,,Industrial/commercial fire alarms,,,,
Security System Installers,D K Alarm Ltd.,"215 Carlingview Dr, Etobicoke, ON M9W 5X8",M9W 5X8,,,,,,Security alarm systems,,,,
Security System Installers,Protection Plus,"11-1540 Lodestar Rd, Toronto, ON M3J 3C1",M3J 3C1,1-855-365-7587,416-444-4663,,,Mon-Fri 8AM-5PM,"Home/commercial alarms, monitoring from $22.95/month","35,000+ customers since 1994; 11 HomeStars Best of awards; A+ BBB; serves Rexdale",,,
Security System Installers,UTS Group,"120 Woodstream Blvd #12, Woodbridge, ON L4L 7Z1",L4L 7Z1,1-888-205-4036,,,,,"Access control, automatic doors, intercom, CCTV, locksmith, IT networking",Commercial/multi-residential specialist; serves Rexdale/Malton/Downsview,,,
Security System Installers,a.p.i. Alarm Inc.,"24 Steinway Blvd, Etobicoke, ON M9W 6T8",M9W 6T8,1-888-897-6828,,,,,"Home/commercial alarms, CCTV, access control, medical alarms, elevator monitoring, fleet tracking",North America's largest privately-owned security company headquartered in Rexdale; ULC-certified monitoring,,,
Self-Storage Facilities,Access Storage,"270 Rexdale Blvd, M9W 1R2",M9W 1R2,647-370-5392,,$96/mo,,,,,,,
Self-Storage Facilities,Public Storage,"2 Greensboro Dr, M9W 1E1",M9W 1E1,(416) 247-2620,,$109/mo,,,,,,,
Self-Storage Facilities,Q Self Storage,"1245 Martin Grove Rd, M9W 4X2",M9W 4X2,(416) 743-8181,,Contact,,,,,,,
Self-Storage Facilities,Self Stor,55 Kelfield St,,416-241-7867,,$60-$160/mo,,,,,,,
Self-Storage Facilities,StorageMart,"110 Guided Crt, M9V 4K6",M9V 4K6,(800) 264-9485,,$14.78/wk,,,,,,,
Self-Storage Facilities,U-Haul Rexdale,"240 Rexdale Blvd, M9W 1R2",M9W 1R2,(416) 740-9963,,$134.95/mo,,,,,,,
Seniors' Apartments,Rexdale Presbyterian Senior Citizens Residence,,,,,,,,,,,,
Service-Based Companies Covering Rexdale,Brilliex Pest Control,,,1-866-650-1811,,www.brilliexpest.com,,,"Residential and commercial (retail, office, hotel, restaurant, warehouse, manufacturing); ants, bed bugs, flies, wasps, mice, cockroaches, spiders; wildlife removal (raccoons, squirrels, skunks, birds)",,,,
Service-Based Companies Covering Rexdale,North Star Pest Control,,,(416) 540-2694,,www.northstarpestcontrol.ca,,24-hour service available,"Bed bugs, cockroaches, ants (including carpenter), wasps, hornets, yellow jackets, bees, mice, rats, centipedes, spiders; wildlife removal (raccoons, squirrels, skunks, possums, snakes, groundhogs, birds)",,,,
Service-Based Companies Covering Rexdale,Pestend Pest Control,"415 Oakdale Rd, Toronto, ON M3N 1W7",M3N 1W7,,,www.pestend.ca,,,"Bed bugs (K9 detection), mice, rats, ants, cockroaches, wasps, bees, hornets, spiders, termites, fleas; wildlife (raccoons, squirrels)",,,,
Service-Based Companies Covering Rexdale,Provincial Pest Control (PPC),,,(647) 224-7378,,www.provincialpestcontrol.ca,,,"Mice, bed bugs, beetles, cockroaches, earwigs, silverfish, wasps, bees, centipedes, flies, ants, rats",,"5.0 stars on Google, HomeStars powered",,
Service-Based Companies with Rexdale Coverage,KM Carpet Cleaning,,,(416) 606-5119,,www.kmcarpetcleaning.ca/carpet-cleaning-rexdale (dedicated Rexdale page),6065119@gmail.com,Drying Time: 4-6 hours,"Carpet cleaning (residential and commercial), upholstery cleaning, Oriental rug cleaning, stain removal",,,,
Service-Based Companies with Rexdale Coverage,Moore's Carpet Cleaning Service,,,,,moorescarpetcleaning.com/etobicoke-carpet-cleaning.html,,,"Carpet cleaning, upholstery cleaning, area rug cleaning (pickup and delivery within 7 days), leather furniture cleaning, water damage restoration, drapery and blind cleaning, pet stain removal, deodorizing, disinfecting",,,,
Service-Based Companies with Rexdale Coverage,Toronto Steam N' Clean,,,(416) 755-2528,,www.torontosteamnclean.ca/etobicoke-carpet-cleaning/,,Guarantees: 100% satisfaction guarantee - re-clean free if not satisfied within 24 hours,"Carpet steam cleaning, upholstery cleaning, condo/apartment carpet cleaning, pet stain and odor removal (enzyme treatment), Stain Shield/Scotch Guard application, sanitizer and deodorizer treatment, allergy relief treatment",,,,
Service-Based Companies with Rexdale Coverage,Vivid Cleaning,,,(416) 939-7571,,www.vividcleaning.ca/carpet-cleaning-etobicoke/,info@vividcleaning.ca,Mon-Fri 8am-8pm; 24/7 service including weekends,"Carpet cleaning (house, condo, stairway, basement), area rug cleaning (synthetic, wool, cotton, silk, Persian, Oriental) with FREE pickup and delivery, upholstery cleaning (sofa, mattress, chair, sectional), outdoor furniture cleaning, commercial cleaning (office carpet, office chairs, cubicle walls, condo hallways, entrance mats, hotel/restaurant carpet), pet stain and odor removal, disinfecting, allergy treatment, rug repair and restoration",,,,
Shoe Repair & Cobblers,Royal Shoe Repair,,,,,,,,,,,,
Shoe Repair & Cobblers,Westway Shoe Service,,,,,,,,,,,,
Signage/Awning Companies,Roberts Signs & Awnings,,,,,wmroberts.com,,,"Custom exterior/interior signage, custom awnings (tension shade, canopies, banners, vestibules)",120+ years combined experience; largest custom awning company in Canada; North America-wide installation,,,
Signage/Awning Companies,SpeedPro Etobicoke/Mississauga,,,,,speedprocanada.com/qew/,,,"Custom commercial signs, banners, vehicle wraps, fleet graphics, trade show displays, wall decals, window graphics","Full design, manufacturing, installation; established 2013",,,
Signage/Awning Companies,Toronto Custom Signs,,,(647) 361-2019,,torontocustomsigns.com,,,"Channel letters, cabinet signs, awning signs, pole/pylon/monument signs, storefront signs, vehicle wraps, trade show displays","Free quotes; full-service design, fabrication, installation, maintenance",,,
Signage/Awning Companies,Vinyl Wrap Toronto,,,,,vinylwraptoronto.com,,,"Vehicle wraps (full/partial), lettering, decals, storefront signs, window graphics, wall graphics",,,,
Snow Removal Services,Clintar (Toronto/Rexdale),,,,,clintar.com,,,"Commercial landscaping and snow management, parking lot maintenance",Sustainable practices; locally owned franchise,,,
Snow Removal Services,Monster Plowing Company,,,,,monsterplow.ca,,,"Residential and commercial snow plowing, salting, ice control, seasonal contracts",Award-winning; nearly two decades of service; eco-friendly ice melter available,,,
Snow Removal Services,Silverlight Windows & Eaves - Snow Removal,,,416-827-8949,,silverlightwindowsandeaves.ca,,,"Residential snow plowing, driveway clearing, sidewalk shoveling, salting/ice management",Eco-friendly de-icing options; fully insured and WSIB compliant,,,
Snow Removal Services,Snow Removal Service Toronto,,,(647) 800-0014,,snowremovalservicetoronto.com,,,"Commercial/residential snow removal, driveway plowing, sidewalk cleaning, salting",Flat rate service available; serves 200+ locations,,,
Somali Remittance (Hawala),Taaj Services,,,647-430-7787,,dahabshiil.com,,,,,,,
Somali Remittance (Hawala),Tawakal Express,,,,,,,,,,,,
Somali/Ethiopian Coffee & Restaurants,Hamdi Restaurant,,,416-745-7888,,,,11am-10pm daily,,,,,
Somali/Ethiopian Coffee & Restaurants,Somali Kaffe,,,,,,,,,,,,
Somali/Ethiopian Coffee & Restaurants,Xawaash Somali Mediterranean Restaurant,,,416-747-7222,,,,Daily 10am-9:30pm,,,,,
South Asian Bakeries & Sweets,Bengali Sweets & Restaurant,,,416-746-9393,,bengalisweet.ca,,,,,,,
South Asian Bakeries & Sweets,Sweet Mahal,,,416-679-9191,,sweetmahal.ca,info@sweetmahal.ca,,,,,,
South Asian Beauty Salons,Bombay Beauty Salon,"24A Rexdale Blvd, Etobicoke, ON M9W 5Z3",M9W 5Z3,(416) 747-7862,,,,,Specialty: Highly rated for eyebrow threading; bridal makeup; South Asian beauty services,,,,
South Asian Beauty Salons,Indian-Canadian Beauty Salon,"2628 Islington Ave, Etobicoke, ON M9V 2X3",M9V 2X3,(416) 749-7474,,,,,"Threading, facials, South Asian beauty services",,,,
South Asian Beauty Salons,Indo Canada Beauty Salon,"1164 Albion Rd, Etobicoke, ON M9V 1A8",M9V 1A8,(416) 743-1068,,,,,"Microdermabrasion, threading, acne facial, bridal makeup","Traditional eyebrow threading, facial hair removal",,,
South Asian Beauty Salons,Mehak Beauty Salon,"2656 Islington Ave, Etobicoke, ON M9V 2X5",M9V 2X5,,,,,,"Hair care, skin care, threading, mehendi",,,,
South Asian Beauty Salons,Ray Daniel Salon & Spa,"500 Rexdale Blvd (Woodbine Centre), Etobicoke, ON M9W 6K5",M9W 6K5,(416) 674-0400,,,,,"Notes: South Asian beauty services, threading specialist",,,,
South Asian Grocery Stores,Asian Food Centre (Westmore),"10 Westmore Dr, Etobicoke, ON M9V 3Z7",M9V 3Z7,(416) 740-3262,,www.afcgrocery.com,info@afcgrocery.com,9:00 AM-9:00 PM daily,"South Asian groceries, spices, fresh produce, halal meats, samosas, pakoras, catering",Flagship Etobicoke location established 1996,,,"English, Punjabi, Hindi, Urdu"
South Asian Grocery Stores,Bombay Bazaar,,,,,,,,,,,,
South Asian Grocery Stores,Dostana Convenience,"38 Rexdale Blvd, Etobicoke, ON M9W 5Z3",M9W 5Z3,(416) 740-6134,,,,Daily until 9:30 PM,South Asian groceries and convenience items,,,,
South Asian Grocery Stores,Dostana Grocers,,,416-740-6134,,,,Open until 9:30pm,,,,,"Hindi, Punjabi, Urdu, English"
South Asian Grocery Stores,India Bazaar,,,416-749-0505,,,,,,,,,
South Asian Grocery Stores,New India Grocers,,,416-744-3586,,,,,,,,,
South Asian Grocery Stores,Punjab Supermarket,,,416-746-8601,,,,,,,,,
South Asian Grocery Stores,Rexdale Grocers,"34A Rexdale Blvd, Etobicoke, ON M9W 5Z3",M9W 5Z3,(416) 749-2060,,,,,"International/Persian/South Asian groceries—biscuits, curries, rice, atta flours, dals",,,,
South Asian Grocery Stores,Sartaj Grocers,"2656 Islington Ave, Etobicoke, ON M9V 2X5",M9V 2X5,(416) 747-6776,,,,,South Asian groceries,,,,
South Asian Grocery Stores,Uthaya's Supermarket Ltd,"5010 Steeles Ave W, Etobicoke, ON M9V 5C6",M9V 5C6,(416) 740-7971,,,,9:00 AM-9:00 PM daily,"Fresh fish/seafood, meat, South Indian vegetables, fruits, coconuts, mangoes, burro bananas, spices",Sri Lankan and Tamil specialty items,,,
South Asian Wedding Florists (Serving Rexdale),Just Floral Decor,,,,,,,,,,,,"English, likely Urdu/Hindi"
Specialty Mechanics,Import Car Specialists (Arthur's),,,,,bmw-services.ca,,,"BMW specialist, emission testing/repairs, tune-ups, oil changes, tire repair, brake repair",,,,
Specialty Mechanics,Prime Auto Repairs,"183 Rexdale Boulevard, Toronto, ON M9W 1P7",M9W 1P7,,,,,,"Oil change, tire rotations, brake repairs, wheel balancing, MOT inspections, tune-ups, suspension repairs, A/C service, vehicle inspections, diesel repair, European car repair, hybrid mechanic",,,,
Stump Grinding Specialists,Toronto Stump Removal,,,(647) 448-2395,,torontostumpremoval.ca,,,"Stump grinding (specialized service), shrub and bush removal",,,,
Stump Grinding Specialists,Twelve Oaks Tree Service Inc.,"50 Leek Crescent Suite 101, Richmond Hill, ON L4B 4J3",,,,arboristtoronto.ca,,,Most listed tree services handle the City of Toronto permit process,,,,
Swimming Pools,Pine Point Outdoor Pool,,,,,,,,,,,,
TCDSB Catholic Schools,Catholic Elementary Schools,,,,,,,,,,,,
TCDSB Catholic Schools,Father Henry Carr Catholic Secondary School,,,416-393-5521,,,,,,,,,
TCDSB Catholic Schools,Monsignor Percy Johnson Catholic Secondary School,,,,,,,,,,,,
TDSB Public Elementary Schools,Albion Heights Junior Middle School,,,416-394-7520,,,,,,,,,
TDSB Public Elementary Schools,Clairville Junior School,,,416-394-7500,,,,,,,,,
TDSB Public Elementary Schools,Elmbank Junior Middle Academy,,,416-394-7900,,,,,,,,,Platinum Eco-Schools status; Heritage Language classes Saturdays
TDSB Public Elementary Schools,Humberwood Downs Junior Middle Academy,,,416-394-4750,,,,,,,,,
TDSB Public Elementary Schools,North Kipling Junior Middle School,,,416-394-6340,,,,,,,,,
TDSB Public Secondary Schools,North Albion Collegiate Institute,,,416-394-7550,,,,,,,,,
TDSB Public Secondary Schools,Thistletown Collegiate Institute,,,416-394-7710,,,,,,,,,
TDSB Public Secondary Schools,West Humber Collegiate Institute,,,416-394-7570,,,,,,,,,
Tattoo & Piercing Parlors,Artworxx Tattoo & Piercing,,,,,,,,,,,,
Tattoo & Piercing Parlors,Horitaran Tattoos,,,,,,,,,,,,
Tattoo & Piercing Parlors,Vamonos Tattoo Toronto,,,,,,,,,,,,
Tax Preparation,H&R Block - Albion Mall,,,416-749-7088,,,,,,,,,
Termite Specialists,Aetna Pest Control Ltd.,,,,,www.aetnapest.com,,,"Termite inspection and treatment, first in Canada to offer Sentricon\u00ae System",,,,
Termite Specialists,Bugs R Us,,,(416) 396-1515,,www.bugsrus.ca,,,Termite and bed bug specialists,,,,
The Beer Store Locations,The Beer Store - Albion Mall,,,416-747-7747,,,,"Mon-Sat 10am-9pm, Sun 11am-6pm",,,,,
The Beer Store Locations,The Beer Store - Kipling Avenue,,,416-745-3232,,,,,,,,,
Thrift & Consignment Stores,The Salvation Army Thrift Store Etobicoke,"2291 Kipling Ave, Etobicoke, ON M9W 4L6",M9W 4L6,(416) 749-1923,,thriftstore.ca,guestservices@salvationarmy.ca,Mon-Sat 10AM-8PM,Clothing all ages/furniture/electronics/books/toys/accessories/housewares,100% charity; proceeds support food bank 500+ families annually/summer camp/seniors programs,3.8/5 stars,,
Thrift & Consignment Stores,Value Village Rexdale,"45 Woodbine Downs Blvd, Etobicoke, ON M9W 6N5",M9W 6N5,(416) 675-7450,,stores.savers.com,,Mon-Sat 9AM-9PM; Sun 10AM-7PM,Clothing all ages/small furniture/books/media/electronics/small appliances/housewares/toys/games,Large secondhand store; Diabetes Canada charity affiliation; Senior Tuesday 30% off ages 60+,4.0/5 stars,,
Thrift and Consignment Stores,Goodwill Islington,4975 Dundas St W,,416-207-9691,,Goodwill Industries,,,,,,,
Thrift and Consignment Stores,Mission Thrift Mississauga,3130 Dixie Rd,,Via website,,BFM Foundation,,,,,,,
Thrift and Consignment Stores,St. Vincent de Paul Outlet,"60 Newcastle St, M8Y 1A3",M8Y 1A3,416-503-2472,,SVDP Toronto,,,,,,,
Thrift and Consignment Stores,Value Village Weston Road,"2549 Weston Rd, M9N 2A7",M9N 2A7,(647) 259-7619,,Kidney Foundation,,,,,,,
Tire Shops,Additional Tire Locations,"14 Taber Road, Etobicoke, ON M9W 3A5",M9W 3A5,(416) 743-2501,,carstar.ca,rexdale@fixauto.com,Mon-Fri 8:00 AM \u2013 5:30 PM; Sat 9:00 AM \u2013 12:00 PM,"Auto body repair, collision repair, dent removal, auto painting, 24/7 accident assistance",,4.6/5 stars (192 reviews),,
Tire Shops,Canadian Tire Auto Service Centre,"2090 Kipling Ave, Etobicoke, ON M9W 4K5",M9W 4K5,(416) 743-6950 / (416) 741-4224,,,,,,,,,
Tire Shops,Kipling Tire,"837 Kipling Ave, Etobicoke, ON M8Z 5G8",M8Z 5G8,(416) 740-2265,,kiplingtire.ca,,Mon-Fri 7:00 AM \u2013 5:00 PM,"New & used tires, brake service, oil changes, tune-ups, wheel alignment, A/C, shocks & struts, winter tire storage",,,,
Tire Shops,Premier Tire Etobicoke,"249 Rexdale Boulevard, Etobicoke, ON M9W 1P7",M9W 1P7,,,premiertire.ca,,,"New tires, tire installation, balancing, wheel alignment, muffler services",,,,
Translation/Interpretation Services,Dejinta Services (Rexdale Community Hub),"21 Panorama Court, Unit 24, Toronto, ON M9V 4E3",M9V 4E3,416-743-1286,,,info@dejinta.org,Monday-Friday 9am-5pm,"Document translation, interpretation, newcomer settlement support",,,,"English, Italian, Arabic, Somali, Swahili"
Translation/Interpretation Services,Rexdale Community Legal Clinic,"21 Panorama Court, Suite 24, Toronto, ON M9V 4E3",M9V 4E3,416-741-5201,,rexdalecommunitylegalclinic.ca,,"Mon, Tue, Thu, Fri 9am-5pm; Wed 1pm-5pm","Legal interpretation, document translation for legal matters",Fully wheelchair accessible,,,"English, French; interpretation in other languages available"
Translation/Interpretation Services,Rexdale Women's Centre - Settlement Services,,,,,rexdalewomen.org,,Mon-Fri 9am-5pm (Fridays remote only),"Interpretation/translation, newcomer settlement, employment services, crisis support",,,,"Multiple languages serving immigrant, refugee, newcomer women"
Transmission Shops,GTA Transmission,,,,,gtatransmission.ca,,,"Transmission rebuilds, diagnostics, fluid services, driveline repairs (automatic, manual, DCT, CVT, AWD, 4x4, hybrid)",,,,"English, Spanish, Portuguese"
Transmission Shops,Mister Transmission Etobicoke,"1361 The Queensway, Unit B, Etobicoke, ON M8Z 1S8",M8Z 1S8,(647) 360-4684,,mistertransmission.com/toronto-etobicoke,,,"Transmission repair & rebuild (automatic, standard, CVT), transfer case, differential, 4x4 systems",,,,
Transmission Shops,Rexdale Transmission Ltd.,,,,,rexdaletransmission.ca,,,"Transmission repair, diagnosis for slipping/leaking/non-functional transmissions",,,,
Tree Removal and Trimming Services,Al Miley & Associates,"203 Toryork Drive, North York, ON M9L 1Y2",M9L 1Y2,(416) 749-3723 / 1-800-949-3723,,www.almileytree.com,almileytree@gmail.com,,"Equipment: Vermeer SC552 and Bandit SG-75 stump grinders, crane services",,,,
Tree Removal and Trimming Services,All Seasons Tree Service,,,(416) 491-8994,,allseasonstreeservice.ca/tree-services-etobicoke/,,,"Tree pruning, tree removal, stump grinding, emergency tree services",,,,
Tree Removal and Trimming Services,Etobicoke Tree Service,,,(647) 693-8848,,www.etobicoketreeservice.com,,Mon-Fri 9:00am-6:00pm,"Equipment: Bucket trucks, crane services",,,,
Tree Removal and Trimming Services,Rooted Tree Services,,,,,rootedtreeservices.com,,,"Tree removal, trimming, emergency tree services (24/7), arborist reports, permit assistance, stump grinding",,,,
Tree Removal and Trimming Services,Tree Menders,,,,,www.treemenders.ca/etobicoke/,,,"Tree removal, tree pruning, stump grinding ($100-$600), hazardous tree assessment, aerial inspection (ISA Tree Risk Assessment Qualifications), emergency services, debris removal",,,,
UTS Group \u2014 Commercial and multi-residential specialist,Services offered,,,,,Rexdale Security Inc. | Via website | Guard services + alarms | rexdalesecurity.ca,,,Security window film and locksmith services,,,,
Uniform Suppliers,Canadian Linen (Uniform Services),,,,,linenservices.com,,,"Uniform programs (rent/purchase), company-branded wear, safety uniforms, healthcare scrubs, linens, facility services",Established 1925 (100 years),,,
Uniform Suppliers,Fully Promoted - South Etobicoke,"290 The West Mall, Unit 204, Etobicoke, ON M9C 1C6",M9C 1C6,437-559-7022,,fullypromoted.ca/locations/south-etobicoke-on/,,,"Custom embroidery, branded apparel, team gear, professional attire, uniforms, promotional products",,,,
Uniform Suppliers,Spin Ink (Embroidery & Screen Printing),"168 Rexdale Blvd #4, Etobicoke, ON M9W 1P6",M9W 1P6,,,spin.ink,,,"Screen printing, embroidery, sublimation, custom t-shirts, promotional products",,,,
Uniform Suppliers,UniFirst Uniform Services - Toronto North,"348 Rexdale Blvd, Etobicoke, ON M9W 1R6",M9W 1R6,416-743-2453,,unifirst.ca,,,"Uniform rental/purchase, laundering, cleaning, repairs, size adjustments, facility services, pickup/delivery","Since 1935; 4,500 employees",BBB A+; 4-star Google,,
Used Car Dealerships,City Automotive Sales & Leasing,,,416-742-2221,,cityautosale.ca,,,,,,,
Used Car Dealerships,MSD Motors,,,416-741-8880,,msdmotors.ca,,,,,,,
Value Village Rexdale \u2014 Largest secondhand selection in area,Items sold,,,,,,,,,,,,
Value Village Rexdale \u2014 Largest secondhand selection in area,Special offers,"3 Brentwood Rd N, Etobicoke, ON M8X 2B6",M8X 2B6,(416) 239-0559,,coloursexchange.com,guestservices@salvationarmy.ca,Opens 10am,Food bank services (500+ families annually),,"3.8/5 stars\u2014described as ""clean and medium sized""",,
Vape Shops,180 Smoke Vape Store – Albion Mall,"1530 Albion Rd, Unit 51A, Etobicoke, ON M9V 5H4",M9V 5H4,(416) 748-5944,,www.180smoke.ca,,Mon-Fri 10AM-9PM; Sat 9:30AM-6PM; Sun 12PM-5PM,"Disposable vapes, e-liquids, hardware/devices, IQOS heat-not-burn tobacco, prefilled pods",Part of large Canadian chain (32+ locations),,,
Vape Shops,Payless Vape Store,"2267 Islington Ave Unit 8A, Etobicoke, ON M9W 3W7",M9W 3W7,(416) 744-8887,,,,9:30 AM–10:00 PM daily,"All major brands—Allo, Envi, Elf Bar; disposables, pods, e-liquids",,4+ stars,,
Vape Shops,VPods Vape Store,"357 Albion Rd, Etobicoke, ON M9W 5P3",M9W 5P3,(416) 741-8188,,,,Mon-Wed 9:30AM-11PM; Thu-Fri 9:30AM-11PM; Sat-Sun 10AM-11PM,"Wide variety of vapes, extensive flavor selection",,5.0 stars (5 reviews),,
Vape Shops,Vape Denz E Vape Store,"1625 Albion Road, Unit 105, Etobicoke, ON M9V 5H8",M9V 5H8,(905) 758-2354,,vape-denz.business.site,,11:00 AM–10:00 PM daily,"Elf Bar, Z Pods, STLTH products, Envi Apex",,5+ stars,,
Vape Shops,YYZ Vapes,"936 Dixon Road, Unit B, Etobicoke, ON M9W 1J9",M9W 1J9,(416) 400-7366,,www.yyzvapes.ca,info@yyzvapes.ca,Mon-Thu 8AM-11PM; Fri-Sat 8AM-12AM; Sun 9AM-11PM,"Disposable vapes, pods, e-liquids, coils, hardware and accessories",5 minutes from Pearson Airport; same-day delivery,,,
Veterinary Clinics,Etobicoke Veterinary Hospital,,,,,,,,"Emergency services, vaccinations, spay/neuter, general pet care",,,,
Veterinary Clinics,Hofmann Veterinary Clinic,,,,,,,,,,,,
Veterinary Clinics,Humberwood Animal Hospital (Spay/Neuter Clinic),,,,,,,,,,,,"Low-cost spay/neuter specialists; Languages: English, Punjabi"
Veterinary Clinics,Rexdale Animal Hospital,,,,,,,,,,,,"English, Punjabi/Hindi likely spoken"
Walk-In Clinics (Comprehensive List),Albion Islington Medical Centre,"968 Albion Rd, Toronto, ON M9V 1A7",M9V 1A7,416-613-8596 (,),albionislingtonmedical.ca,,"Notes: Free parking, extended hours, specialists available","Walk-in clinic, family doctors, urgent care, fracture clinic, X-ray, ultrasound, echocardiography, blood tests (LifeLabs on-site), women's health, men's health, physiotherapy, podiatry, pharmacy",,,,Multiple languages spoken
Walk-In Clinics (Comprehensive List),Etobicoke Walk-In Clinic and Family Physicians,"100 Humber College Blvd, Suite 106B, Etobicoke, ON M9V 5G4",M9V 5G4,416-742-9449,,etobicokewalkin.ca,,Mon-Fri 9:30am-9pm; Sat-Sun & Holidays 9:30am-6pm,"Walk-in clinic (7 days), family practice, children's clinic, women's health (gynecologist), opioid treatment (1-855-742-9449), travel health, virtual visits",,,,Large team with multiple languages
Walk-In Clinics (Comprehensive List),Kipling Heights Medical Centre,"2291 Kipling Avenue, Etobicoke, ON",,,,kiplingheightsmedicalcentre.ca,,Mon-Fri varies; Sun 8:30am-11:30am,"Family medicine, physical assessments, prevention/screening, diagnostic testing, pre/post-natal care, chiropody, naturopathy, optometry",,,,
Walk-In Clinics (Comprehensive List),Rexdale Community Health Centre (Multiple Locations),,,,,rexdalechc.com,,,Languages: French language services; serves diverse community,Accredited by Canadian Centre for Accreditation,,,
Walk-In Clinics (Comprehensive List),Rexdale Doctors Clinic,"1530 Albion Rd, Unit 39A, Etobicoke, ON M9V 1B4",M9V 1B4,416-744-3019,,,,Open until 8:00 PM,"Family practice, minor illness/injury treatment",,5/5 on Yellow Pages,,
Walk-In Clinics (Comprehensive List),Rexdale Medical Clinic & IDA Pharmacy,"11-680 Rexdale Blvd, Etobicoke, ON M9W 0B5",M9W 0B5,416-213-1318 (,),rexdalemedicalpharmacy.com,,,"Family practice, walk-in clinic, chiropractic, physiotherapy, massage therapy, acupuncture, pharmacy, flu shots, travel health, diabetes education",,,,Multiple languages available
Walk-In Clinics (Comprehensive List),UCC Urgent Care Centre - Etobicoke,"25 Woodbine Downs Blvd, Unit 10, Etobicoke, ON M9W 6N5",M9W 6N5,416-741-2273,,Notes: Current wait times on website; free parking; cross street Hwy 27 & Finch W,etobicoke@urgentcarecentre.ca,Mon-Fri 10am-9:30pm; Sat-Sun & Holidays 10am-5:30pm,"Alternative to ER for non-life threatening issues: flu shots, work/sport injuries, sprains/fractures, casting/stitches, immunizations, skin rashes, minor burns, STI treatment",,,,
Walk-In Clinics (Comprehensive List),Westmore Wellness Medical Centre,"56 Westmore Drive, Suite 103, Etobicoke, ON M9V 3Z7",M9V 3Z7,416-748-5656,,westmore.cortico.ca,,Mon-Fri 9:30am-5:30pm; Sat-Sun 10am-6pm,"Walk-in clinic, family doctors (male/female), physical therapy, chiropractic, orthotics, massage therapy, pharmacy, dental, lab",,,,Multiple languages
Walk-In Clinics (Comprehensive List),Westway Medical Clinic,"1723 Kipling Ave, Suite 4, Etobicoke, ON M9R 4E1",M9R 4E1,416-244-8404 (,,westwaymedicalclinic.com,,,"Walk-in, family practice, children's clinic, immunizations, work injury, lab and X-ray on-site, pharmacy",Electronic Medical Records; established 1999,,,
Warehouses/Distribution Centers,Access Storage - Rexdale,"270 Rexdale Blvd, Etobicoke, ON",,,,,,,Self-storage units for businesses and individuals,,,,
Warehouses/Distribution Centers,FlexSpace Logistics - Rexdale,"270 Rexdale Blvd, Etobicoke, ON",,,,flexspacelogistics.com,,,"Flexible warehouse storage, high/low-volume storage, month-to-month contracts","Near Pearson Airport, Highway 427 and 401",,,
Warehouses/Distribution Centers,Thomson Terminals Limited,"102 Iron Street, Rexdale, ON M9W 5L9",M9W 5L9,416-240-0897,,thomsongroup.com,,,"Full-service distribution logistics - warehousing, trucking, refrigerated warehousing, consulting",Since 1985; handles 1 million+ pounds of groceries daily,,,
Warehouses/Distribution Centers,Value Village Distribution Center,"279 Rexdale Blvd, Etobicoke, ON M9W 1P7",M9W 1P7,416-754-7444,,,,,Distribution for Value Village thrift stores,,,,
Wash-and-Fold & Pickup/Delivery Services,DoMyLaundry.ca,,,,,domylaundry.ca,,,"Commercial laundry for businesses (linens, towels, uniforms)",,,,
Wedding Halls,Edessa Banquet Hall,,,416-675-7886,,edessabanquet.com,,,,,,,
Wedding Halls,Elite Banquet Hall & Convention Centre,,,416-674-0036,,elitebanquets.ca,,,,,,,"Punjabi, Hindi, English"
Wedding Halls,Mirage Banquet Hall & Convention Centre,,,416-213-1310,,miragebanquethall.com,,,,,,,
Western Union Locations,Cash 4 You - Kipling,,,416-749-3600,,,,,,,,,
